"","ZCTA","year","month","type","crime_count"
"2548","68111",2019,"May","other crimes",71
"2549","68111",2019,"May","theft",59
"2550","68111",2019,"June","assault",78
"2551","68111",2019,"June","burglary",10
"2552","68111",2019,"June","criminal mischief",45
"2553","68111",2019,"June","other crimes",79
"2554","68111",2019,"June","theft",56
"2555","68111",2019,"July","assault",64
"2556","68111",2019,"July","burglary",18
"2557","68111",2019,"July","criminal mischief",54
"2558","68111",2019,"July","other crimes",96
"2559","68111",2019,"July","theft",66
"2560","68111",2019,"August","assault",73
"2561","68111",2019,"August","burglary",18
"2562","68111",2019,"August","criminal mischief",36
"2563","68111",2019,"August","other crimes",81
"2564","68111",2019,"August","theft",56
"2565","68111",2019,"September","assault",103
"2566","68111",2019,"September","burglary",12
"2567","68111",2019,"September","criminal mischief",39
"2568","68111",2019,"September","other crimes",82
"2569","68111",2019,"September","theft",77
"2570","68111",2019,"October","assault",70
"2571","68111",2019,"October","burglary",10
"2572","68111",2019,"October","criminal mischief",40
"2573","68111",2019,"October","other crimes",83
"2574","68111",2019,"October","theft",54
"2575","68111",2019,"November","assault",59
"2576","68111",2019,"November","burglary",16
"2577","68111",2019,"November","criminal mischief",24
"2578","68111",2019,"November","other crimes",66
"2579","68111",2019,"November","theft",40
"2580","68111",2019,"December","assault",55
"2581","68111",2019,"December","burglary",6
"2582","68111",2019,"December","criminal mischief",38
"2583","68111",2019,"December","other crimes",78
"2584","68111",2019,"December","theft",54
"2585","68111",2020,"January","assault",34
"2586","68111",2020,"January","burglary",10
"2587","68111",2020,"January","criminal mischief",28
"2588","68111",2020,"January","other crimes",82
"2589","68111",2020,"January","theft",47
"2590","68111",2020,"February","assault",55
"2591","68111",2020,"February","burglary",6
"2592","68111",2020,"February","criminal mischief",32
"2593","68111",2020,"February","other crimes",81
"2594","68111",2020,"February","theft",48
"2595","68111",2020,"March","assault",70
"2596","68111",2020,"March","burglary",1
"2597","68111",2020,"March","criminal mischief",42
"2598","68111",2020,"March","other crimes",91
"2599","68111",2020,"March","theft",25
"2600","68111",2020,"April","assault",82
"2601","68111",2020,"April","burglary",8
"2602","68111",2020,"April","criminal mischief",33
"2603","68111",2020,"April","other crimes",88
"2604","68111",2020,"April","theft",41
"2605","68111",2020,"May","assault",69
"2606","68111",2020,"May","burglary",4
"2607","68111",2020,"May","criminal mischief",39
"2608","68111",2020,"May","other crimes",107
"2609","68111",2020,"May","theft",38
"2610","68111",2020,"June","assault",67
"2611","68111",2020,"June","burglary",11
"2612","68111",2020,"June","criminal mischief",51
"2613","68111",2020,"June","other crimes",79
"2614","68111",2020,"June","theft",63
"2615","68111",2020,"July","assault",72
"2616","68111",2020,"July","burglary",16
"2617","68111",2020,"July","criminal mischief",40
"2618","68111",2020,"July","other crimes",87
"2619","68111",2020,"July","theft",48
"2620","68111",2020,"August","assault",62
"2621","68111",2020,"August","burglary",7
"2622","68111",2020,"August","criminal mischief",54
"2623","68111",2020,"August","other crimes",98
"2624","68111",2020,"August","theft",38
"2625","68111",2020,"September","assault",46
"2626","68111",2020,"September","burglary",9
"2627","68111",2020,"September","criminal mischief",51
"2628","68111",2020,"September","other crimes",69
"2629","68111",2020,"September","theft",32
"2630","68111",2020,"October","assault",52
"2631","68111",2020,"October","burglary",10
"2632","68111",2020,"October","criminal mischief",35
"2633","68111",2020,"October","other crimes",63
"2634","68111",2020,"October","theft",42
"2635","68111",2020,"November","assault",47
"2636","68111",2020,"November","burglary",8
"2637","68111",2020,"November","criminal mischief",42
"2638","68111",2020,"November","other crimes",58
"2639","68111",2020,"November","theft",30
"2640","68111",2020,"December","assault",44
"2641","68111",2020,"December","burglary",3
"2642","68111",2020,"December","criminal mischief",27
"2643","68111",2020,"December","other crimes",66
"2644","68111",2020,"December","theft",31
"2645","68111",2021,"January","assault",67
"2646","68111",2021,"January","burglary",8
"2647","68111",2021,"January","criminal mischief",39
"2648","68111",2021,"January","other crimes",97
"2649","68111",2021,"January","theft",51
"2650","68111",2021,"February","assault",66
"2651","68111",2021,"February","burglary",10
"2652","68111",2021,"February","criminal mischief",33
"2653","68111",2021,"February","other crimes",86
"2654","68111",2021,"February","theft",56
"2655","68111",2021,"March","assault",95
"2656","68111",2021,"March","burglary",8
"2657","68111",2021,"March","criminal mischief",59
"2658","68111",2021,"March","other crimes",144
"2659","68111",2021,"March","theft",64
"2660","68111",2021,"April","assault",77
"2661","68111",2021,"April","burglary",8
"2662","68111",2021,"April","criminal mischief",59
"2663","68111",2021,"April","other crimes",138
"2664","68111",2021,"April","theft",71
"2665","68111",2021,"May","assault",86
"2666","68111",2021,"May","burglary",16
"2667","68111",2021,"May","criminal mischief",61
"2668","68111",2021,"May","other crimes",149
"2669","68111",2021,"May","theft",76
"2670","68111",2021,"June","assault",98
"2671","68111",2021,"June","burglary",13
"2672","68111",2021,"June","criminal mischief",64
"2673","68111",2021,"June","other crimes",132
"2674","68111",2021,"June","theft",83
"2675","68111",2021,"July","assault",103
"2676","68111",2021,"July","burglary",10
"2677","68111",2021,"July","criminal mischief",74
"2678","68111",2021,"July","other crimes",163
"2679","68111",2021,"July","theft",80
"2680","68111",2021,"August","assault",90
"2681","68111",2021,"August","burglary",18
"2682","68111",2021,"August","criminal mischief",66
"2683","68111",2021,"August","other crimes",126
"2684","68111",2021,"August","theft",88
"2685","68111",2021,"September","assault",77
"2686","68111",2021,"September","burglary",18
"2687","68111",2021,"September","criminal mischief",75
"2688","68111",2021,"September","other crimes",132
"2689","68111",2021,"September","theft",81
"2690","68111",2021,"October","assault",80
"2691","68111",2021,"October","burglary",12
"2692","68111",2021,"October","criminal mischief",53
"2693","68111",2021,"October","other crimes",137
"2694","68111",2021,"October","theft",81
"2695","68111",2021,"November","assault",74
"2696","68111",2021,"November","burglary",11
"2697","68111",2021,"November","criminal mischief",57
"2698","68111",2021,"November","other crimes",150
"2699","68111",2021,"November","theft",77
"2700","68111",2021,"December","assault",75
"2701","68111",2021,"December","burglary",12
"2702","68111",2021,"December","criminal mischief",45
"2703","68111",2021,"December","other crimes",127
"2704","68111",2021,"December","theft",81
"2705","68111",2022,"January","assault",49
"2706","68111",2022,"January","burglary",16
"2707","68111",2022,"January","criminal mischief",46
"2708","68111",2022,"January","other crimes",93
"2709","68111",2022,"January","theft",78
"2710","68111",2022,"February","assault",72
"2711","68111",2022,"February","burglary",6
"2712","68111",2022,"February","criminal mischief",46
"2713","68111",2022,"February","other crimes",137
"2714","68111",2022,"February","theft",81
"2715","68111",2022,"March","assault",66
"2716","68111",2022,"March","burglary",9
"2717","68111",2022,"March","criminal mischief",58
"2718","68111",2022,"March","other crimes",133
"2719","68111",2022,"March","theft",86
"2720","68111",2022,"April","assault",78
"2721","68111",2022,"April","burglary",18
"2722","68111",2022,"April","criminal mischief",68
"2723","68111",2022,"April","other crimes",153
"2724","68111",2022,"April","theft",83
"2725","68111",2022,"May","assault",86
"2726","68111",2022,"May","burglary",10
"2727","68111",2022,"May","criminal mischief",66
"2728","68111",2022,"May","other crimes",166
"2729","68111",2022,"May","theft",77
"2730","68111",2022,"June","assault",89
"2731","68111",2022,"June","burglary",13
"2732","68111",2022,"June","criminal mischief",50
"2733","68111",2022,"June","other crimes",160
"2734","68111",2022,"June","theft",91
"2735","68111",2022,"July","assault",104
"2736","68111",2022,"July","burglary",12
"2737","68111",2022,"July","criminal mischief",76
"2738","68111",2022,"July","other crimes",152
"2739","68111",2022,"July","theft",87
"2740","68111",2022,"August","assault",80
"2741","68111",2022,"August","burglary",10
"2742","68111",2022,"August","criminal mischief",70
"2743","68111",2022,"August","other crimes",128
"2744","68111",2022,"August","theft",101
"2745","68111",2022,"September","assault",76
"2746","68111",2022,"September","burglary",12
"2747","68111",2022,"September","criminal mischief",47
"2748","68111",2022,"September","other crimes",136
"2749","68111",2022,"September","theft",63
"2750","68111",2022,"October","assault",3
"2751","68111",2022,"October","criminal mischief",1
"2752","68111",2022,"October","other crimes",6
"2753","68111",2022,"October","theft",3
"2754","68112",2018,"January","assault",25
"2755","68112",2018,"January","burglary",5
"2756","68112",2018,"January","criminal mischief",10
"2757","68112",2018,"January","other crimes",31
"2758","68112",2018,"January","theft",33
"2759","68112",2018,"February","assault",19
"2760","68112",2018,"February","burglary",13
"2761","68112",2018,"February","criminal mischief",13
"2762","68112",2018,"February","other crimes",23
"2763","68112",2018,"February","theft",19
"2764","68112",2018,"March","assault",27
"2765","68112",2018,"March","burglary",3
"2766","68112",2018,"March","criminal mischief",20
"2767","68112",2018,"March","other crimes",26
"2768","68112",2018,"March","theft",29
"2769","68112",2018,"April","assault",18
"2770","68112",2018,"April","burglary",5
"2771","68112",2018,"April","criminal mischief",15
"2772","68112",2018,"April","other crimes",30
"2773","68112",2018,"April","theft",24
"2774","68112",2018,"May","assault",38
"2775","68112",2018,"May","burglary",5
"2776","68112",2018,"May","criminal mischief",14
"2777","68112",2018,"May","other crimes",36
"2778","68112",2018,"May","theft",34
"2779","68112",2018,"June","assault",35
"2780","68112",2018,"June","burglary",6
"2781","68112",2018,"June","criminal mischief",22
"2782","68112",2018,"June","other crimes",37
"2783","68112",2018,"June","theft",48
"2784","68112",2018,"July","assault",18
"2785","68112",2018,"July","burglary",2
"2786","68112",2018,"July","criminal mischief",9
"2787","68112",2018,"July","other crimes",35
"2788","68112",2018,"July","theft",28
"2789","68112",2018,"August","assault",25
"2790","68112",2018,"August","burglary",7
"2791","68112",2018,"August","criminal mischief",15
"2792","68112",2018,"August","other crimes",25
"2793","68112",2018,"August","theft",38
"2794","68112",2018,"September","assault",24
"2795","68112",2018,"September","burglary",3
"2796","68112",2018,"September","criminal mischief",6
"2797","68112",2018,"September","other crimes",31
"2798","68112",2018,"September","theft",30
"2799","68112",2018,"October","assault",24
"2800","68112",2018,"October","burglary",2
"2801","68112",2018,"October","criminal mischief",8
"2802","68112",2018,"October","other crimes",21
"2803","68112",2018,"October","theft",41
"2804","68112",2018,"November","assault",17
"2805","68112",2018,"November","burglary",2
"2806","68112",2018,"November","criminal mischief",11
"2807","68112",2018,"November","other crimes",27
"2808","68112",2018,"November","theft",34
"2809","68112",2018,"December","assault",27
"2810","68112",2018,"December","burglary",2
"2811","68112",2018,"December","criminal mischief",14
