"","year","ZCTA","demographic_category","value"
"1889","2020","68132","limited English households, percentage",5.1
"1890","2020","68132","total population under 18 in poverty status",352
"1891","2020","68132","total SNAP percentage",0.0359291731132886
"1892","2020","68132","White SNAP percentage",0.0493088508355684
"1893","2020","68132","Black SNAP percentage",0.28714859437751
"1894","2020","68132","Asian SNAP percentage",0.129770992366412
"1895","2020","68132","Hispanic/Latino SNAP percentage",0.0671834625322997
"1896","2020","68132","child poverty rate",0.0947255113024758
"1897","2020","68134","total households",12973
"1898","2020","68134","total households, received SNAP",810
"1899","2020","68134","total households, White householder",9767
"1900","2020","68134","White households, received SNAP",1035
"1901","2020","68134","total households, Black householder",2607
"1902","2020","68134","Black households, received SNAP",568
"1903","2020","68134","total households, Asian householder",91
"1904","2020","68134","Asian households, received SNAP",0
"1905","2020","68134","total households, Hispanic/Latino (any race)",784
"1906","2020","68134","Hispanic/Latino households, received SNAP",175
"1907","2020","68134","total population",31274
"1908","2020","68134","total population under 18",7578
"1909","2020","68134","median age total population",34.6
"1910","2020","68134","median age male",33.9
"1911","2020","68134","median age female",35.4
"1912","2020","68134","limited English households, total",245
"1913","2020","68134","limited English households, percentage",1.9
"1914","2020","68134","total population under 18 in poverty status",887
"1915","2020","68134","total SNAP percentage",0.062437369922146
"1916","2020","68134","White SNAP percentage",0.105969079553599
"1917","2020","68134","Black SNAP percentage",0.217874952052167
"1918","2020","68134","Asian SNAP percentage",0
"1919","2020","68134","Hispanic/Latino SNAP percentage",0.223214285714286
"1920","2020","68134","child poverty rate",0.117049353391396
"1921","2020","68135","total households",10043
"1922","2020","68135","total households, received SNAP",147
"1923","2020","68135","total households, White householder",9133
"1924","2020","68135","White households, received SNAP",181
"1925","2020","68135","total households, Black householder",155
"1926","2020","68135","Black households, received SNAP",0
"1927","2020","68135","total households, Asian householder",526
"1928","2020","68135","Asian households, received SNAP",0
"1929","2020","68135","total households, Hispanic/Latino (any race)",350
"1930","2020","68135","Hispanic/Latino households, received SNAP",9
"1931","2020","68135","total population",29329
"1932","2020","68135","total population under 18",8818
"1933","2020","68135","median age total population",35.1
"1934","2020","68135","median age male",34.5
"1935","2020","68135","median age female",35.9
"1936","2020","68135","limited English households, total",120
"1937","2020","68135","limited English households, percentage",1.2
"1938","2020","68135","total population under 18 in poverty status",231
"1939","2020","68135","total SNAP percentage",0.0146370606392512
"1940","2020","68135","White SNAP percentage",0.0198182415416621
"1941","2020","68135","Black SNAP percentage",0
"1942","2020","68135","Asian SNAP percentage",0
"1943","2020","68135","Hispanic/Latino SNAP percentage",0.0257142857142857
"1944","2020","68135","child poverty rate",0.0261964164209571
"1945","2020","68137","total households",10148
"1946","2020","68137","total households, received SNAP",243
"1947","2020","68137","total households, White householder",9071
"1948","2020","68137","White households, received SNAP",344
"1949","2020","68137","total households, Black householder",242
"1950","2020","68137","Black households, received SNAP",51
"1951","2020","68137","total households, Asian householder",300
"1952","2020","68137","Asian households, received SNAP",48
"1953","2020","68137","total households, Hispanic/Latino (any race)",445
"1954","2020","68137","Hispanic/Latino households, received SNAP",11
"1955","2020","68137","total population",24782
"1956","2020","68137","total population under 18",5819
"1957","2020","68137","median age total population",37.2
"1958","2020","68137","median age male",36.3
"1959","2020","68137","median age female",38.3
"1960","2020","68137","limited English households, total",85
"1961","2020","68137","limited English households, percentage",0.8
"1962","2020","68137","total population under 18 in poverty status",131
"1963","2020","68137","total SNAP percentage",0.0239456050453291
"1964","2020","68137","White SNAP percentage",0.0379230514827472
"1965","2020","68137","Black SNAP percentage",0.210743801652893
"1966","2020","68137","Asian SNAP percentage",0.16
"1967","2020","68137","Hispanic/Latino SNAP percentage",0.0247191011235955
"1968","2020","68137","child poverty rate",0.0225124591854271
"1969","2020","68142","total households",1756
"1970","2020","68142","total households, received SNAP",16
"1971","2020","68142","total households, White householder",1627
"1972","2020","68142","White households, received SNAP",84
"1973","2020","68142","total households, Black householder",65
"1974","2020","68142","Black households, received SNAP",0
"1975","2020","68142","total households, Asian householder",22
"1976","2020","68142","Asian households, received SNAP",0
"1977","2020","68142","total households, Hispanic/Latino (any race)",118
"1978","2020","68142","Hispanic/Latino households, received SNAP",0
"1979","2020","68142","total population",4401
"1980","2020","68142","total population under 18",923
"1981","2020","68142","median age total population",34.2
"1982","2020","68142","median age male",32.2
"1983","2020","68142","median age female",40.5
"1984","2020","68142","limited English households, total",7
"1985","2020","68142","limited English households, percentage",0.4
"1986","2020","68142","total population under 18 in poverty status",70
"1987","2020","68142","total SNAP percentage",0.00911161731207289
"1988","2020","68142","White SNAP percentage",0.0516287645974186
"1989","2020","68142","Black SNAP percentage",0
"1990","2020","68142","Asian SNAP percentage",0
"1991","2020","68142","Hispanic/Latino SNAP percentage",0
"1992","2020","68142","child poverty rate",0.075839653304442
"1993","2020","68144","total households",10273
"1994","2020","68144","total households, received SNAP",255
"1995","2020","68144","total households, White householder",9505
"1996","2020","68144","White households, received SNAP",378
"1997","2020","68144","total households, Black householder",270
"1998","2020","68144","Black households, received SNAP",10
"1999","2020","68144","total households, Asian householder",181
"2000","2020","68144","Asian households, received SNAP",46
"2001","2020","68144","total households, Hispanic/Latino (any race)",375
"2002","2020","68144","Hispanic/Latino households, received SNAP",54
"2003","2020","68144","total population",24874
"2004","2020","68144","total population under 18",5903
"2005","2020","68144","median age total population",39.8
"2006","2020","68144","median age male",39.2
"2007","2020","68144","median age female",40.2
"2008","2020","68144","limited English households, total",209
"2009","2020","68144","limited English households, percentage",2
"2010","2020","68144","total population under 18 in poverty status",332
"2011","2020","68144","total SNAP percentage",0.024822349849119
"2012","2020","68144","White SNAP percentage",0.0397685428721725
"2013","2020","68144","Black SNAP percentage",0.037037037037037
"2014","2020","68144","Asian SNAP percentage",0.25414364640884
"2015","2020","68144","Hispanic/Latino SNAP percentage",0.144
"2016","2020","68144","child poverty rate",0.0562425885143148
"2017","2020","68152","total households",2498
"2018","2020","68152","total households, received SNAP",52
"2019","2020","68152","total households, White householder",1881
"2020","2020","68152","White households, received SNAP",55
"2021","2020","68152","total households, Black householder",526
"2022","2020","68152","Black households, received SNAP",15
"2023","2020","68152","total households, Asian householder",38
"2024","2020","68152","Asian households, received SNAP",15
"2025","2020","68152","total households, Hispanic/Latino (any race)",23
"2026","2020","68152","Hispanic/Latino households, received SNAP",0
"2027","2020","68152","total population",6509
"2028","2020","68152","total population under 18",1471
"2029","2020","68152","median age total population",46.8
"2030","2020","68152","median age male",47
"2031","2020","68152","median age female",46.4
"2032","2020","68152","limited English households, total",23
"2033","2020","68152","limited English households, percentage",0.9
"2034","2020","68152","total population under 18 in poverty status",107
"2035","2020","68152","total SNAP percentage",0.0208166533226581
"2036","2020","68152","White SNAP percentage",0.0292397660818713
"2037","2020","68152","Black SNAP percentage",0.0285171102661597
"2038","2020","68152","Asian SNAP percentage",0.394736842105263
"2039","2020","68152","Hispanic/Latino SNAP percentage",0
"2040","2020","68152","child poverty rate",0.0727396329027872
"2041","2020","68154","total households",9909
"2042","2020","68154","total households, received SNAP",124
"2043","2020","68154","total households, White householder",8726
"2044","2020","68154","White households, received SNAP",159
"2045","2020","68154","total households, Black householder",620
"2046","2020","68154","Black households, received SNAP",25
"2047","2020","68154","total households, Asian householder",252
"2048","2020","68154","Asian households, received SNAP",0
"2049","2020","68154","total households, Hispanic/Latino (any race)",409
"2050","2020","68154","Hispanic/Latino households, received SNAP",22
"2051","2020","68154","total population",22658
"2052","2020","68154","total population under 18",4595
"2053","2020","68154","median age total population",38.7
"2054","2020","68154","median age male",35.9
"2055","2020","68154","median age female",41.2
"2056","2020","68154","limited English households, total",152
"2057","2020","68154","limited English households, percentage",1.5
"2058","2020","68154","total population under 18 in poverty status",260
"2059","2020","68154","total SNAP percentage",0.0125138762740943
"2060","2020","68154","White SNAP percentage",0.0182214072885629
"2061","2020","68154","Black SNAP percentage",0.0403225806451613
"2062","2020","68154","Asian SNAP percentage",0
"2063","2020","68154","Hispanic/Latino SNAP percentage",0.0537897310513447
"2064","2020","68154","child poverty rate",0.0565832426550598
"2065","2020","68164","total households",11795
"2066","2020","68164","total households, received SNAP",437
"2067","2020","68164","total households, White householder",10018
"2068","2020","68164","White households, received SNAP",495
"2069","2020","68164","total households, Black householder",1079
"2070","2020","68164","Black households, received SNAP",186
"2071","2020","68164","total households, Asian householder",270
"2072","2020","68164","Asian households, received SNAP",14
"2073","2020","68164","total households, Hispanic/Latino (any race)",449
"2074","2020","68164","Hispanic/Latino households, received SNAP",30
"2075","2020","68164","total population",29124
"2076","2020","68164","total population under 18",7448
"2077","2020","68164","median age total population",34.6
"2078","2020","68164","median age male",32.8
"2079","2020","68164","median age female",35.8
"2080","2020","68164","limited English households, total",104
"2081","2020","68164","limited English households, percentage",0.9
"2082","2020","68164","total population under 18 in poverty status",583
"2083","2020","68164","total SNAP percentage",0.037049597286986
"2084","2020","68164","White SNAP percentage",0.0494110600918347
"2085","2020","68164","Black SNAP percentage",0.172381835032437
"2086","2020","68164","Asian SNAP percentage",0.0518518518518519
"2087","2020","68164","Hispanic/Latino SNAP percentage",0.066815144766147
"2088","2020","68164","child poverty rate",0.0782760472610097
